First Name,Last Name,Gender,Age,Nationality,Experience Level,Club Id,Club Name
Christina,Warren,F,24,United States,1,,
Anne,Becker,F,47,United States,1,,
Jamie,Griffin,F,63,Sweden,3,5,No Path Left Behind
Natalie,Cooke,F,47,Greece,1,5,No Path Left Behind
Sara,Singleton,F,24,United Kingdom,5,1,Trailblazers United
Michelle,Decker,F,34,Sweden,2,,
Tina,Arnold,F,30,United States,1,9,The Weekly Wanderers
Julie,Garcia,F,35,Italy,4,,
Lisa,Stone,F,64,United States,5,2,Peaks & Valleys Crew
Luis,Burch,M,46,United States,4,,
Natalie,Smith,F,27,Czech Republic,1,,
David,Murphy,M,48,Sweden,4,,
Steve,Davis,M,53,United States,2,,
Brittany,Mendez,F,30,United States,1,2,Peaks & Valleys Crew
Peter,Morales,M,30,United States,4,,
Tiffany,Rodriguez,F,34,Spain,4,,
Audrey,Conner,F,37,Norway,2,7,Trek It Easy
Michelle,Davis,F,61,Switzerland,1,7,Trek It Easy
Clinton,Anderson,M,57,United States,4,2,Peaks & Valleys Crew
Nathan,Warner,M,38,United States,2,,
Molly,Mccarthy,F,21,Sweden,2,3,Forest Footsteps Fellowship
Morgan,Thompson,F,59,Sweden,1,5,No Path Left Behind
Donna,Butler,F,25,United States,4,,
Amy,Nash,F,62,Saudi Arabia,1,6,Hike & Seek
Erika,Patterson,F,19,Poland,1,12,Grin and Bear It
Michelle,Pope,F,57,South Korea,4,7,Trek It Easy
Bryan,Owen,M,40,Switzerland,2,,
Heather,James,F,26,United States,1,,
Jeffery,Solomon,M,42,Spain,5,,
Christopher,Novak,M,23,United States,1,4,Summit Seekers Society
James,Sanford,M,20,United States,3,4,Summit Seekers Society
Angela,Roberts,F,55,United States,1,,
Dennis,Roberts,M,26,Greece,5,,
Cassie,Turner,F,62,Denmark,2,,
Andrew,Cooper,M,53,United States,4,1,Trailblazers United
Robert,Kelly,M,47,United States,5,,
Linda,Benjamin,F,59,United States,3,5,No Path Left Behind
Bob,Bolton,M,21,United States,1,,
Nicole,Contreras,F,21,Greece,5,2,Peaks & Valleys Crew
Tanner,Kelly,M,32,United States,5,,
Christian,Caldwell,M,64,United States,5,,
Rebecca,Werner,F,40,United States,4,7,Trek It Easy
Kaitlin,Webb,F,54,Portugal,1,11,The Scenic Route Society
David,Hester,M,58,United States,4,,
Charles,Medina,M,28,United States,5,4,Summit Seekers Society
Jeffrey,Collins,M,51,United States,3,,
James,Cole,M,55,Vietnam,2,3,Forest Footsteps Fellowship
James,Santos,M,33,United States,4,,
Angela,Thompson,F,34,Sweden,3,,
James,Thomas,M,57,United States,1,,
Ryan,Chen,M,28,United States,5,3,Forest Footsteps Fellowship
Katie,Booth,F,55,United States,1,7,Trek It Easy
Stacy,Singh,F,63,United States,5,,
Angel,Carey,M,53,South Africa,2,11,The Scenic Route Society
Carolyn,Cohen,F,24,United States,3,,
Keith,Snyder,M,47,United States,4,12,Grin and Bear It
Michael,Miller,M,42,United States,2,3,Forest Footsteps Fellowship
Pam,Petersen,F,58,United States,1,,
Matthew,Anderson,M,47,United States,2,7,Trek It Easy
Tommy,David,M,24,Mexico,5,8,Elevated Souls
John,Baxter,M,40,Indonesia,2,,
Jennifer,Larsen,F,55,Norway,2,,
Taylor,Escobar,F,41,Philippines,5,11,The Scenic Route Society
Ivan,Lopez,M,44,United States,2,6,Hike & Seek
Bethany,Bradley,F,38,United States,2,3,Forest Footsteps Fellowship
Olivia,Mcdaniel,F,50,United States,4,12,Grin and Bear It
Kelly,Adams,F,26,Poland,5,4,Summit Seekers Society
Hannah,Moore,F,31,Mexico,4,,
Kathryn,Macias,F,54,United States,4,,
Carrie,Garcia,F,19,United States,2,,
Willie,Johnson,M,59,United States,1,3,Forest Footsteps Fellowship
Tamara,Butler,F,63,Pakistan,2,9,The Weekly Wanderers
Stephanie,Brooks,F,29,United States,3,,
Justin,Crane,M,31,Finland,3,11,The Scenic Route Society
Sara,Hill,F,30,United States,3,11,The Scenic Route Society
Stephanie,Evans,F,39,United States,4,11,The Scenic Route Society
Geoffrey,Wade,M,38,Spain,5,,
Pamela,Stevens,F,49,United States,5,,
Molly,Gibson,F,25,United States,3,3,Forest Footsteps Fellowship
Tina,Howard,F,54,Switzerland,5,,
George,Thomas,M,39,Belgium,4,,
Benjamin,Lopez,M,41,Netherlands,3,9,The Weekly Wanderers
Amanda,Berry,F,31,United States,5,9,The Weekly Wanderers
Sandra,Nelson,F,60,United States,1,,
Rhonda,Bond,F,29,Sweden,4,,
Shannon,Schneider,F,24,United States,5,7,Trek It Easy
Tina,Carlson,F,27,France,1,11,The Scenic Route Society
Erika,Robinson,F,36,United States,3,,
William,Larson,M,48,United States,5,,
Darlene,Cardenas,F,64,Belgium,2,11,The Scenic Route Society
Daniel,Odonnell,M,54,Czech Republic,1,,
Melissa,Williams,F,55,United States,1,,
Nathan,Ramirez,M,39,Italy,3,3,Forest Footsteps Fellowship
Clayton,Elliott,M,42,United Kingdom,3,10,Campfire Collective
Jeffery,Delgado,M,64,United States,1,,
Curtis,Bell,M,23,Finland,3,9,The Weekly Wanderers
Janice,Mason,F,41,United States,1,2,Peaks & Valleys Crew
Michael,Bennett,M,44,Saudi Arabia,4,,
James,Oliver,M,27,United States,3,6,Hike & Seek
Julia,Carter,F,36,United States,4,3,Forest Footsteps Fellowship
Juan,Gonzalez,M,38,Czech Republic,4,,
Gina,Kerr,F,49,Sweden,2,,
Daniel,Stevens,M,22,United States,1,,
Yolanda,Willis,F,27,Sweden,5,11,The Scenic Route Society
Levi,Velazquez,M,65,United States,4,,
Deborah,Koch,F,49,United States,1,,
Jesse,Fox,M,40,India,2,,
Javier,Hawkins,M,28,United States,5,,
Linda,Bailey,F,36,Indonesia,4,3,Forest Footsteps Fellowship
Peter,Moore,M,32,Ireland,5,4,Summit Seekers Society
Robert,Mccormick,M,56,United States,4,,
Linda,Gonzales,F,39,China,3,,
Lisa,Blevins,F,27,United States,2,,
Samantha,Adams,F,44,United States,4,12,Grin and Bear It
James,Allen,M,28,United States,1,4,Summit Seekers Society
Connie,Allen,F,56,United States,5,7,Trek It Easy
Lori,Travis,F,39,United States,3,,
Johnny,Cervantes,M,22,United States,1,1,Trailblazers United
Tammie,Gardner,F,31,United States,2,3,Forest Footsteps Fellowship
Brian,Allen,M,61,Poland,5,,
Amanda,Sullivan,F,29,Colombia,1,,
Jennifer,Garcia,F,37,United States,1,,
Jamie,Flores,F,28,United Kingdom,2,,
Sheri,Armstrong,F,20,France,2,,
Michael,Marshall,M,43,United States,3,12,Grin and Bear It
Catherine,Howell,F,59,United States,4,3,Forest Footsteps Fellowship
Kristin,Wells,F,31,United States,4,,
Donald,Jones,M,59,France,4,11,The Scenic Route Society
Christine,Aguilar,F,21,Czech Republic,1,,
Dean,Tran,M,57,United States,3,,
Oscar,Shelton,M,61,United States,3,11,The Scenic Route Society
Tiffany,Logan,F,21,Austria,3,,
Kerri,Cochran,F,25,Spain,5,,
Chloe,White,F,41,Denmark,4,12,Grin and Bear It
Jacob,Schmidt,M,27,United States,5,6,Hike & Seek
Travis,Martinez,M,54,United States,1,,
Richard,Johnson,M,37,Switzerland,2,,
Timothy,Reynolds,M,50,United Kingdom,5,11,The Scenic Route Society
Adrian,Mcneil,M,36,United States,4,9,The Weekly Wanderers
Renee,Casey,F,19,United States,5,,
Dale,Estes,M,54,Sweden,3,,
Donald,Griffin,M,20,United States,2,,
Anthony,Smith,M,22,United States,1,2,Peaks & Valleys Crew
Lisa,Manning,F,32,United States,3,10,Campfire Collective
Elizabeth,Robinson,F,30,United States,1,11,The Scenic Route Society
Christopher,Johnson,M,38,United States,4,12,Grin and Bear It
Jennifer,Thompson,F,47,Ireland,2,9,The Weekly Wanderers
John,Peck,M,41,United States,5,,
Brandy,Hale,F,37,Spain,1,,
Matthew,Elliott,M,57,United States,4,8,Elevated Souls
Erika,Brown,F,61,United States,1,,
Gina,Gonzalez,F,41,United States,5,,
Latoya,Blake,F,31,Finland,3,,
Kyle,Phillips,M,63,United States,5,,
Brandon,Cameron,M,43,Portugal,2,,
Pamela,Woodward,F,48,United States,3,10,Campfire Collective
Michelle,Allen,F,20,Netherlands,4,,
Kevin,Smith,M,42,United States,3,5,No Path Left Behind
Erica,Campbell,F,44,United States,2,,
Denise,Salas,F,61,United States,3,7,Trek It Easy
Larry,Chapman,M,43,United States,3,,
Samantha,Rodriguez,F,54,Japan,4,5,No Path Left Behind
Jeremy,Robinson,M,43,United States,5,,
Karen,Friedman,F,31,Czech Republic,4,3,Forest Footsteps Fellowship
Edward,Black,M,63,United Kingdom,1,,
Shane,Farrell,M,55,Switzerland,2,7,Trek It Easy
Samuel,Barber,M,36,United States,1,,
Kenneth,Bright,M,43,United States,5,4,Summit Seekers Society
Karen,Berger,F,18,Poland,1,4,Summit Seekers Society
Bailey,Morales,F,26,Denmark,3,,
Joseph,Warren,M,28,Colombia,3,,
Brett,Ramirez,M,65,Switzerland,2,,
David,Moran,M,44,United States,1,,
Mark,Sanchez,M,30,United States,3,6,Hike & Seek
Steven,Stone,M,24,United States,2,,
Brenda,Jimenez,F,23,United States,3,5,No Path Left Behind
Jennifer,Ellison,F,46,United States,1,8,Elevated Souls
Krystal,Hayes,F,54,Portugal,3,,
Mike,Santiago,M,64,Mexico,2,,
Charles,Lee,M,29,Germany,5,,
Elizabeth,Ford,F,51,Belgium,4,4,Summit Seekers Society
Joy,Mitchell,F,47,United States,3,,
Vicki,Cervantes,F,33,United States,5,,
James,Cochran,M,50,Turkey,3,8,Elevated Souls
Gerald,Kane,M,46,United States,2,,
Brandi,Jones,F,62,United States,5,12,Grin and Bear It
James,Smith,M,35,United States,3,,
Scott,Brooks,M,25,United States,3,7,Trek It Easy
Jennifer,Thompson,F,48,South Korea,1,9,The Weekly Wanderers
Christina,Woods,F,30,United States,4,,
Shannon,Johnson,F,45,Finland,1,12,Grin and Bear It
Jeffrey,Pena,M,46,Vietnam,2,,
Richard,Cooper,M,31,United States,1,3,Forest Footsteps Fellowship
Ronnie,Smith,M,50,Sweden,1,,
Alicia,Walker,F,29,Sweden,4,10,Campfire Collective
Bradley,Williams,M,48,United States,2,3,Forest Footsteps Fellowship
Lisa,Smith,F,40,Malaysia,1,12,Grin and Bear It
Russell,Scott,M,35,Turkey,2,,
Alexander,Garcia,M,49,Austria,4,,
Sean,Moran,M,45,Vietnam,1,8,Elevated Souls
Kelly,Thomas,F,56,United States,3,,
Oscar,Vazquez,M,44,United States,3,,
Elizabeth,Cooper,F,51,Sweden,1,,
Amanda,Valentine,F,46,United States,4,6,Hike & Seek
Franklin,Rice,M,62,Italy,3,,
Nancy,Cannon,F,42,United States,1,,
Sarah,Mueller,F,28,United States,4,,
Christopher,Bradford,M,43,United States,2,,
Jennifer,Lee,F,24,Switzerland,5,1,Trailblazers United
Melissa,Robinson,F,47,United States,5,,
Madeline,Lee,F,33,United States,3,8,Elevated Souls
Joy,Nguyen,F,55,Poland,1,,
Amber,Ramirez,F,18,Denmark,3,9,The Weekly Wanderers
Natalie,Wise,F,30,United States,3,,
Caleb,Simpson,M,55,United States,2,,
Rachel,Jackson,F,33,United States,2,,
Christy,Hutchinson,F,29,Austria,5,,
Christine,Jacobson,F,60,Argentina,5,,
Shelby,Ramirez,F,61,United States,2,1,Trailblazers United
Eric,Williams,M,30,United States,1,4,Summit Seekers Society
Melissa,Mendoza,F,59,Denmark,2,,
Lauren,Smith,F,53,United States,3,3,Forest Footsteps Fellowship
Laurie,Klein,F,51,Spain,4,,
Gregory,Sosa,M,48,Finland,3,,
James,Carpenter,M,49,United States,2,,
Colleen,Hubbard,F,55,Italy,3,,
Erika,Grant,F,35,United States,4,2,Peaks & Valleys Crew
Jerry,Leon,M,57,United States,1,,
Traci,Martin,F,27,United States,1,8,Elevated Souls
Mary,Thornton,F,65,Kenya,1,,
Jose,Wright,M,43,United States,4,,
Sarah,Bautista,F,51,Netherlands,1,2,Peaks & Valleys Crew
Randall,Patrick,M,64,Netherlands,3,10,Campfire Collective
Emily,Martinez,F,55,United States,3,4,Summit Seekers Society
Thomas,Stephens,M,50,United States,2,5,No Path Left Behind
Jeffrey,Nguyen,M,63,Saudi Arabia,4,,
Amber,Jimenez,F,18,United States,2,,
Robert,Francis,M,37,Finland,4,11,The Scenic Route Society
Samantha,Larson,F,56,Ireland,2,,
Gina,Orozco,F,60,United States,2,,
Phillip,Kirby,M,29,Belgium,3,9,The Weekly Wanderers
Sean,Soto,M,28,Italy,3,10,Campfire Collective
Robert,Kim,M,23,United States,1,7,Trek It Easy
Joshua,Fields,M,52,Spain,3,7,Trek It Easy
Hailey,White,F,32,France,3,,
Joseph,Hartman,M,23,United States,3,3,Forest Footsteps Fellowship
Scott,Lawson,M,62,United States,3,,
Todd,Fritz,M,23,Spain,3,3,Forest Footsteps Fellowship
Cindy,Nguyen,F,34,United States,3,8,Elevated Souls
Debbie,Moran,F,24,Italy,3,,
Lori,Williams,F,43,United States,1,11,The Scenic Route Society
Jeremy,Brown,M,62,United States,3,3,Forest Footsteps Fellowship
Tiffany,Erickson,F,48,United States,4,,
Adam,Robinson,M,55,United States,2,,
Tammy,Roberson,F,54,Austria,1,,
Stephanie,Ford,F,52,United States,1,,
Aaron,Freeman,M,48,United States,5,12,Grin and Bear It
Patricia,Mcgrath,F,54,United States,4,12,Grin and Bear It
Anthony,Walters,M,43,Germany,1,4,Summit Seekers Society
Carlos,Williamson,M,47,United States,3,1,Trailblazers United
Julie,Garcia,F,61,Belgium,1,,
Charles,Peterson,M,43,Malaysia,2,5,No Path Left Behind
John,Austin,M,55,Greece,1,,
Jerry,Lopez,M,29,United States,4,,
Travis,Martinez,M,29,Netherlands,1,,
Edward,Jensen,M,38,Finland,2,7,Trek It Easy
Lori,Kelley,F,39,United States,2,,
Andrea,Mooney,F,48,United States,2,,
Sarah,Watkins,F,24,United States,4,8,Elevated Souls
David,Johnson,M,56,Czech Republic,3,5,No Path Left Behind
Lisa,Sanders,F,41,Argentina,5,4,Summit Seekers Society
Danny,Caldwell,M,59,Belgium,2,,
Holly,Prince,F,62,United States,2,4,Summit Seekers Society
Nancy,Bentley,F,42,United States,5,,
Michael,Sweeney,M,28,United States,5,1,Trailblazers United
John,Wallace,M,42,Netherlands,5,,
Adam,Cook,M,58,United States,4,7,Trek It Easy
David,Kelly,M,36,United States,5,2,Peaks & Valleys Crew
Mary,Conley,F,53,Belgium,4,1,Trailblazers United
Pamela,Torres,F,25,Norway,3,7,Trek It Easy
Edward,Mcdonald,M,36,Saudi Arabia,2,1,Trailblazers United
Tamara,Carney,F,34,Denmark,1,11,The Scenic Route Society
Brenda,Rodriguez,F,44,Finland,2,3,Forest Footsteps Fellowship
Amanda,Clark,F,36,Austria,2,4,Summit Seekers Society
Jon,Johnson,M,19,United States,3,,
Joseph,Ray,M,59,Austria,4,,
Cody,Morales,M,46,South Korea,4,,
Richard,Shaw,M,61,France,1,2,Peaks & Valleys Crew
Marcus,Alvarado,M,41,United States,4,,
Elijah,Leonard,M,38,Finland,5,,
Deborah,Diaz,F,60,United States,3,5,No Path Left Behind
Dana,Lowe,F,34,United States,4,,
Sean,Baldwin,M,36,United States,1,9,The Weekly Wanderers
Mia,Watson,F,18,United States,4,,
Angela,Brown,F,21,Pakistan,1,1,Trailblazers United
Jeremy,Morgan,M,58,United States,4,6,Hike & Seek
Christian,Moran,M,43,United States,5,5,No Path Left Behind
Stephen,Leon,M,28,Sweden,2,,
Zachary,Clark,M,47,United States,1,4,Summit Seekers Society
Susan,Meadows,F,58,United States,2,1,Trailblazers United
Shannon,Davis,F,40,Pakistan,5,,
Chad,Franco,M,61,Italy,1,,
Carmen,Macias,F,22,United States,5,3,Forest Footsteps Fellowship
Erik,Hunter,M,29,United States,3,,
David,Deleon,M,38,United States,3,9,The Weekly Wanderers
Donna,Bennett,F,62,United States,5,10,Campfire Collective
William,Ferguson,M,58,Poland,3,11,The Scenic Route Society
Tina,Johnson,F,47,United States,1,10,Campfire Collective
Debra,Ramsey,F,59,Sweden,1,6,Hike & Seek
Henry,Dudley,M,39,United States,1,,
Breanna,Webster,F,45,United Kingdom,3,,
Joshua,Davis,M,52,United States,5,,
Karina,Patterson,F,36,Netherlands,1,3,Forest Footsteps Fellowship
Robert,Aguilar,M,63,United States,5,11,The Scenic Route Society
Stephen,Thompson,M,21,Italy,5,1,Trailblazers United
William,Daugherty,M,40,Brazil,1,,
Angela,King,F,25,Poland,1,,
William,Johnson,M,34,United States,3,1,Trailblazers United
Jennifer,Blair,F,65,Netherlands,1,,
Deborah,Gutierrez,F,65,Belgium,1,,
Anthony,Hernandez,M,31,Kenya,4,8,Elevated Souls
Jonathan,Guerra,M,28,South Korea,3,10,Campfire Collective
Gerald,Baxter,M,45,South Africa,3,4,Summit Seekers Society
Eduardo,Hayes,M,20,Denmark,5,,
Scott,Robbins,M,19,United States,1,9,The Weekly Wanderers
Sabrina,Perez,F,59,United States,1,3,Forest Footsteps Fellowship
Jaime,Reid,M,37,Czech Republic,3,,
Edward,Bonilla,M,34,Germany,3,,
Alison,Doyle,F,51,Germany,5,,
John,Watson,M,43,Italy,1,,
Noah,Harris,M,26,United States,4,4,Summit Seekers Society
Sarah,Collins,F,41,Switzerland,3,3,Forest Footsteps Fellowship
David,Morrow,M,42,United States,5,11,The Scenic Route Society
Casey,Wu,F,39,Italy,5,1,Trailblazers United
Melissa,Contreras,F,27,United States,5,,
Michael,Castillo,M,51,United States,1,11,The Scenic Route Society
Samantha,Evans,F,32,Finland,1,,
Lisa,Contreras,F,45,Kenya,5,10,Campfire Collective
Jesse,Bailey,M,38,United States,4,,
Robert,Wright,M,31,Switzerland,3,7,Trek It Easy
Maria,Flowers,F,51,Greece,1,,
Heather,Gonzalez,F,45,United States,4,4,Summit Seekers Society
Timothy,Ramirez,M,36,Switzerland,3,6,Hike & Seek
Derek,Johnson,M,35,China,1,,
Christopher,Ramirez,M,54,United States,4,,
Hunter,Howe,M,54,United States,5,,
Jade,Lopez,F,65,United States,5,,
Denise,Matthews,F,63,United States,1,,
Michael,Rocha,M,19,Italy,1,,
Lawrence,Aguirre,M,44,United Kingdom,4,,
Allen,Moses,M,59,United States,1,,
Andrew,Smith,M,60,United States,3,1,Trailblazers United
Jasmine,Lee,F,39,United Kingdom,4,,
Carl,Jennings,M,49,United States,2,,
Lori,Powers,F,36,United States,4,12,Grin and Bear It
Emily,Curtis,F,35,Austria,4,12,Grin and Bear It
John,Fernandez,M,55,Norway,4,10,Campfire Collective
Latoya,Pearson,F,59,United States,5,,
Lisa,Duran,F,45,Sweden,2,,
Alexandria,Barnett,F,20,Switzerland,4,,
Barbara,Moore,F,40,United States,2,6,Hike & Seek
Carlos,Kennedy,M,54,United States,2,,
Michael,Sexton,M,54,United States,4,,
David,Foster,M,51,United States,2,,
Adam,Robinson,M,29,United States,5,5,No Path Left Behind
Mark,Romero,M,60,United States,5,9,The Weekly Wanderers
Amber,Hernandez,F,53,Switzerland,3,7,Trek It Easy
Kenneth,Smith,M,55,United States,5,,
Jason,Fritz,M,37,United States,3,4,Summit Seekers Society
Nicole,Brown,F,59,United States,1,,
Christopher,Bates,M,55,United States,4,,
Nicholas,Hunter,M,31,United States,2,2,Peaks & Valleys Crew
Timothy,Walker,M,44,United States,5,,
Timothy,Knox,M,56,Malaysia,4,,
Wendy,Patel,F,28,United States,2,12,Grin and Bear It
William,Garcia,M,33,Vietnam,3,,
Diane,Lopez,F,30,United States,1,8,Elevated Souls
Jessica,Dean,F,35,United States,3,6,Hike & Seek
Tammy,Skinner,F,56,United States,2,,
Sarah,Simmons,F,25,Netherlands,3,8,Elevated Souls
Gregory,Davis,M,46,United States,5,,
Tiffany,Rodriguez,F,62,United States,2,,
Kelly,Potter,F,54,United States,4,,
Richard,Kaufman,M,20,United States,2,,
Troy,Moore,M,35,United States,5,12,Grin and Bear It
Crystal,Wilson,F,26,United States,1,,
Rita,Gill,F,38,Colombia,1,6,Hike & Seek
Susan,Butler,F,30,Belgium,4,,
Lori,Santiago,F,59,Turkey,2,6,Hike & Seek
Zachary,Archer,M,41,Denmark,1,,
Wayne,Walters,M,23,Spain,5,,
Michael,Hamilton,M,41,United States,2,3,Forest Footsteps Fellowship
Ashley,Edwards,F,48,Pakistan,4,11,The Scenic Route Society
Teresa,Gutierrez,F,64,Netherlands,3,,
Michael,Sanchez,M,27,Belgium,2,,
Christopher,Sherman,M,29,United States,4,11,The Scenic Route Society
Jonathan,Hanna,M,32,Portugal,1,8,Elevated Souls
Sarah,Henderson,F,41,United Kingdom,2,,
Terri,Schneider,F,34,United States,2,9,The Weekly Wanderers
Emily,Everett,F,26,Greece,3,,
Erin,Garcia,F,22,Greece,4,,
Jesse,Guzman,M,61,United States,5,,
Christopher,Pierce,M,23,Sweden,3,,
James,Webb,M,30,Norway,5,,
David,Landry,M,53,United States,1,4,Summit Seekers Society
Sarah,Green,F,44,United States,3,,
Julie,Anderson,F,46,Norway,3,,
Sydney,Smith,F,40,United Kingdom,4,2,Peaks & Valleys Crew
Danielle,Campbell,F,31,United States,3,2,Peaks & Valleys Crew
April,Gordon,F,37,Japan,5,,
Sarah,Stone,F,48,United States,5,3,Forest Footsteps Fellowship
Jeff,Fisher,M,62,United States,5,,
Joe,George,M,57,United States,5,7,Trek It Easy
David,Nolan,M,29,France,5,,
Jackie,Rhodes,F,33,United States,3,12,Grin and Bear It
Lindsey,Williams,F,42,United States,1,3,Forest Footsteps Fellowship
Katherine,Garcia,F,30,United States,5,,
Vincent,Perry,M,40,United States,3,,
Dustin,Duncan,M,25,Sweden,2,12,Grin and Bear It
Maria,Parker,F,19,Germany,3,,
Alison,White,F,19,United States,2,,
Tracey,Mcfarland,F,50,France,5,,
Patricia,Kelly,F,36,France,2,,
David,Morgan,M,28,Portugal,3,,
Natalie,Ramirez,F,61,Italy,2,,
Jason,Sanchez,M,54,China,1,2,Peaks & Valleys Crew
Penny,Powell,F,39,Malaysia,4,10,Campfire Collective
Bonnie,Thomas,F,20,South Korea,2,2,Peaks & Valleys Crew
Phillip,Medina,M,46,Denmark,2,1,Trailblazers United
George,Bullock,M,63,Sweden,2,2,Peaks & Valleys Crew
Makayla,Bennett,F,54,Kenya,3,10,Campfire Collective
Jennifer,Morris,F,25,Poland,2,,
Julie,Campbell,F,20,Belgium,3,,
Shelly,Yu,F,37,United States,3,,
Tammy,Willis,F,52,Mexico,5,2,Peaks & Valleys Crew
Robert,Farrell,M,18,United States,5,,
Jessica,Smith,F,30,Portugal,1,,
Steven,Jones,M,40,Norway,2,,
Kelly,Allen,F,51,Portugal,4,9,The Weekly Wanderers
Michael,White,M,20,Italy,5,4,Summit Seekers Society
Laura,Garcia,F,63,Ireland,1,,
Meredith,Moore,F,53,United States,4,4,Summit Seekers Society
Michael,Jones,M,44,United States,1,,
Marcus,Myers,M,48,United States,3,2,Peaks & Valleys Crew
Oscar,Tucker,M,62,Argentina,1,8,Elevated Souls
Bryan,Kramer,M,21,United States,3,3,Forest Footsteps Fellowship
Christopher,Johnson,M,33,United States,4,,
Maria,Gonzalez,F,57,Brazil,5,2,Peaks & Valleys Crew
Nicole,Knox,F,60,Ireland,1,4,Summit Seekers Society
Thomas,Cruz,M,34,Finland,1,7,Trek It Easy
Donna,Campbell,F,34,Portugal,1,,
Devin,Davis,M,27,United States,4,6,Hike & Seek
Traci,Jones,F,21,Greece,3,,
Anthony,Anderson,M,27,United States,4,,
Kelsey,Woods,F,26,United States,3,,
Jimmy,Serrano,M,53,United States,1,5,No Path Left Behind
Tamara,Sanders,F,31,United States,2,1,Trailblazers United
Christy,Copeland,F,58,Finland,1,,
Lisa,Horton,F,58,Finland,2,,
Jerry,Davis,M,42,United States,1,11,The Scenic Route Society
Robert,Franklin,M,37,United States,2,12,Grin and Bear It
Jeremy,Miller,M,36,United States,5,,
Crystal,Benitez,F,30,United States,1,,
Alan,Ochoa,M,56,Sweden,5,,
Randy,Johnson,M,53,Italy,3,4,Summit Seekers Society
Samuel,Johnson,M,27,Italy,5,7,Trek It Easy
Terry,Duffy,M,37,United States,2,8,Elevated Souls
Elizabeth,Jacobs,F,58,United States,2,,
Benjamin,Moore,M,26,United States,3,2,Peaks & Valleys Crew
Michelle,Baldwin,F,55,United States,3,5,No Path Left Behind
Kristina,Wood,F,42,Denmark,2,1,Trailblazers United
James,Ryan,M,40,United States,5,9,The Weekly Wanderers
Michael,Reilly,M,41,United States,1,,
Stephanie,Powell,F,49,France,3,9,The Weekly Wanderers
Kristen,Keller,F,45,United States,3,,
Stephanie,Smith,F,49,United States,2,11,The Scenic Route Society
